ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and time of your visit,Does this house shows clear signs of housing decay conditions?,Roof,Exterior Walls,Front yard,Foundation,Roof Notes,Number of structures,Other - Number of structures,Occupancy status,Other - Occupancy status,Property type,Other - Property type,Number of stories (main structure),Current Use,Other - Current Use,Type of residential structure,Other - Type of residential structure,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Does the property shows “rascuache” elements?,Other - Does the property shows “rascuache” elements?,Foundation type,Other - Foundation type,Is there a basement?,Foundation Observations,Other - Foundation Observations,Assessment Score - Foundation,First floor height in feet,Roof type,Other roof system (please specify) - Roof type,Roof finishes,Roof material,Other - Roof material,Roof composition,Roof color,Assessment Score - Roof,Number of structures,Other - Number of structures,Describe the signs that make you suggest that this is an abandoned property,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Are there additional roof elements attached to the main roof structure?,Type of pitch roof,Other - Roof color,Gutters and downspouts,Other - Gutters and downspouts,Gutter conditions,Gutter Location,Elbows,Downspouts Location,Splash block or hard surface nearby downspouts,Adequate slope/outward slope or drainage nearby downspouts,Gutters and Downspouts - Observations,Other - Gutters and Downspouts - Observations,Gutters and Downspouts - Assessment score,Other - Are there additional roof elements attached to the main roof structure?,Other - Type of pitch roof,Wall Structure/Veneer,Other - Wall Structure/Veneer,"If paint layer added, specify the color","Other - If paint layer added, specify the color",Insulation,Walls overall Observations,Other - Walls overall Observations,Assessment score - Walls' structural integrity,Assessment score - Coating condition,Assessment score - Walls overall,Windows function,Other - Windows function,Windows appearance,Other - Windows appearance,Are there any missing windows?,Other - Are there any missing windows?,Windows type,Other - Windows type,Windows material,Window assembly,Other - Window assembly,"Window/façade ratio (North, East, South, West)",Additional Elements,Other - Additional Elements,Are the windows recycled?,Other - Are the windows recycled?,Windows Observations,Other - Windows Observations,Window condition - Assembly,Window condition - Frames,Window condition - Coating,Window assessment score - overall, Type of doors,Other -  Type of doors,Door materials,Other - Door materials,Other door elements,Other - Other door elements,Are there any recycled doors?,Other - Are there any recycled doors?,Doors Observations,Other - Doors Observations,Door condition - Structural Integrity,Door condition - coating,Door assessment score - overall,Type of system present,Other - Type of system present,What is the ratio of AC units to Windows?,Are there any signs of recent installation of mechanical systems?,Other - Are there any signs of recent installation of mechanical systems?,Mechanical Systems Observations,Other - Mechanical Systems Observations,Mechanical Systems Assessment Score - Overall,Fence type,Other - Fence type,Fence Observations,Fence assessment score,Hardscape type,Other - Hardscape type,Does hardscape allows for correct drainage?,Hardcape assessment score,Landscape type,Landscape - Number of trees,Landscape Observations,Other - Landscape Observations,Landscape assessment score,Rank the home elements that require attention from the highest to the lowest priority,Rate the overall home condition,Roof observations,Windows type ,Other - Windows type ,Fence Observations,Multiple separated structures ,Other - Roof observations,Respondent's Name,Other - Respondent's Name,Address ID Number,Are you able to survey this address?,Reason,x,y
21,ae9cff91-bcc4-43e3-8135-b2d737c5f176,1/26/2024 10:54:33 PM,,2/21/2024 6:38:13 PM,esteban.lopezochoa_utsa,1/26/2024 10:19:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salomon Mendoza (student),,644343,No,Unable to locate. Parcle looks like its apart of the buisness. ,-98.5225480322353,29.4187619813805
22,b0014dfa-c1fb-4972-b162-f4f3cdf2555a,1/26/2024 11:02:30 PM,,2/21/2024 5:32:41 PM,esteban.lopezochoa_utsa,1/26/2024 10:21:00 PM,,,,,,,,,Occupied,,Commercial_,,1,Commercial,,,,,,other,Style of tejano grocery advertising on windows,Slab on grade,,No,No_issues,,Good,0.5,Flat,,,Slate_roofing,,"Slate, 100%",Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,Not historic (if built after 19,,,,,Yes,,Good,Only_one_side_has_gutters,Some_roof_sides_have_elbows,Only_one_side_has_downspouts,Yes,Yes,Localized_roof_drainage_issues_,,Good,,,Stucco,,other,Sand,,"Holes_large_cracks_gaps_and_pen,Localized_loose_or_rotting_mate",,Severe,Fair,Severe,Non-operable,,Modern/Recent,,No,,,,Aluminium,Single pane,,"25%, 0%, 0%, 0%",,,,,No_issues,,Good,Good,Good,Good,Glazed doors,,Aluminum,,Iron gates,,,,No_issues,,Good,Good,Good,HVAC,,,No,,No_issues,,Good,Chain-link,,,Good,other,Asphalt,Yes,Fair,"Perennial_tree,Grass,Deciduous_tree",2,other,Mildly overgrown grass,Fair,"Exterior_walls,Landscape,Hardscape,Gutters_&_Downspouts,Fence,Trees,Doors,Foundations,Mechanical_Systems,Windows,Roof",7,other,other,Commercial/curtain windows,,,Cannot see,Piotr Cholodecki (student),,512318,Yes,,-98.5277210075983,29.4192000196395
23,e59c79a2-b96b-4e6f-b27e-5513e4627662,1/26/2024 11:10:55 PM,,2/21/2024 6:21:52 PM,esteban.lopezochoa_utsa,1/26/2024 10:55:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Good,2,Pitched,,,Asphalt_shingles,,"Asphalt,90%; Metal, 10%",Dark (Grey/ Red/Blue/Brown),Good,Multiple separated structures,,,Not historic (if built after 19,,"Porch,Canopies",Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Laminate_siding_or_similar_(Har,,White/Whitish,,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Aluminium,Double pane,,"10%,20%,10%","Iron_Bars,Screens",,,,No_issues,,Good,Good,Good,Good,Glazed doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,other,No able to see,0,Cannot tell,,other,Not able to view,Good,Steel/Metal,,,Good,Brick,,Yes,Good,"Grass,Established_landscape/shrubs",0,"Art_work,Indoor_furniture_or_appliances_",,Good,"Gutters_&_Downspouts,Mechanical_Systems,Trees,Roof,Doors,Fence,Landscape,Hardscape,Windows,Foundations,Exterior_walls",10,No_issues,Single-hung,,,2,,Salomon Mendoza (student),,644352,Yes,,-98.5228689753073,29.4187429963695
24,9f32f49a-7aa0-4a25-b622-ca1440358f28,1/26/2024 11:15:12 PM,,2/21/2024 7:06:33 PM,esteban.lopezochoa_utsa,1/26/2024 9:59:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,No_issues,,Good,1,Pitched,,,Asphalt_shingles,,Shingles 100%,Light grey / Silver,Good,Single structure,,,"Yes, historic with current hist",,"Porch,Canopies",Hip_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Localized_loose_or_rotting_mate,,Fair,Good,Fair,Operable,,Modern/Recent,,No,,,,Vinyl,Double pane,,"40%, 30%, 20%, 40%",Iron_Bars,,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,Window_AC_units,,1-7,No,,"No_issues,other",Old unit,Fair,Chain-link,,,Fair,other,Pavers cement ,Yes,Good,"None,Deciduous_tree",2,"Dead/rotten_trees_(severe),Fountain,Art_work",,Severe,"Trees,Gutters_&_Downspouts,Exterior_walls,Mechanical_Systems,Hardscape,Landscape,Roof,Foundations,Doors,Windows,Fence",9,No_issues,Single-hung,,Leaned_or_slanted_(severe),,,Esteban Lopez Ochoa,,512225,Yes,,-98.5238039766063,29.4190719860685
25,08439eb7-ad6a-426d-918d-8cadebb6a5a5,1/26/2024 11:29:27 PM,,1/26/2024 11:29:27 PM,,1/26/2024 10:52:00 PM,,,,,,,,,Occupied,,Mixed use (residential and othe,,1,Mixed-use,,,,,,No,,Slab on grade,,No,"Cracks_on_walls_and_or_porch_(s,Doors_and_windows_are_hard_to_o,Water_leaks_(fair)",,Fair,0,Pitched,,,Asphalt_shingles,,"90 asphalt shingles, 10 metal ",Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic property without",,Porch,Gabble_Roof,,other,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Stucco,,White/Whitish,,,Holes_cracks_breaks_(severe),,Fair,Fair,Fair,Operable,,Modern/Recent,,No,,,,Aluminium,Single pane,,"East: 20%, South: 10%, West: 30%",Iron_Bars,,,,No_issues,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,Screens,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,1,No,,"No_issues,other",Looks old,Fair,Steel/Metal,,,Fair,other,Concrete,Cannot tell,Fair,"Deciduous_tree,Grass",1,No_issues,,Fair,"Foundations,Mechanical_Systems,Gutters_&_Downspouts,Exterior_walls,Trees,Hardscape,Windows,Landscape,Doors,Fence,Roof",6,No_issues,Single-hung,,Broken_or_missing_parts_(severe,,,Sophia Wilson (student),,1026111,Yes,,-98.527725030914,29.418876017173
26,ca4fa198-ec16-489a-8a3d-cf6a664abaa7,1/26/2024 11:36:55 PM,,2/21/2024 6:20:59 PM,esteban.lopezochoa_utsa,1/26/2024 11:11:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Poor_drainage_around_the_house_,Doors_and_windows_are_hard_to_o",,Severe,1,Pitched,,,"Metal,Asphalt_shingles",,"Metal,95%;asphalt,5%",Light grey / Silver,Severe,Multiple separated structures,,,NA / Cannot tell,,"Canopies,Porch",Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,"Wood_siding_(board_and_batten_/,Mixed_Materials_(two_or_more_fr,Asbestos_(Cement_Siding/Cement_",,White/Whitish,,,Holes_cracks_breaks_(severe),,Severe,Severe,Severe,Non-operable,,Cannot tell,,No,,,,Wood,Single pane,,"0%,20%,0%,30%","Iron_Bars,Screens",,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Iron gates,,,,Missing_or_chipped_paint_(fair),,Fair,Fair,Fair,Window_AC_units,,1-4,No,,No_issues,,Fair,other,Both metal and wood,,Severe,Gravel,,No,Severe,None,0,Non-functioned_vehicles_(non-re,,Severe,"Foundations,Exterior_walls,Roof,Mechanical_Systems,Windows,Gutters_&_Downspouts,Doors,Hardscape,Fence,Landscape,Trees",3,Large_portion_of_roof_missing/s,Single-hung,,"Leaned_or_slanted_(severe),Missing_or_chipped_paint_(fair)",2,,Salomon Mendoza (student),,644345,Yes,,-98.5226949669973,29.4189729957925
27,7c1c5851-0b40-49ac-9035-c62241a2db82,1/26/2024 11:41:41 PM,,2/21/2024 5:31:42 PM,esteban.lopezochoa_utsa,1/26/2024 9:53:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,No_issues,,Good,0.5,Pitched,,,Asphalt_shingles,,"Asphalt Shingles, 100%",Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic property without",,"Canopies,Porch","Gabble_Roof,Hip_Roof,other",,No,,,,,,,,other,No gutters but surrounded by hard scape ,Good,,"Gable I’m the front, hipped in the back","Vinyl_Siding_,Wood_siding_(board_and_batten_/",,Dark Grey/Red/Blue,,,other,Minor chipping of paint,Good,Fair,Good,Operable,,Modern/Recent,,No,,,,"Wood,Aluminium",other,"Cannot tell, but they are new","15%, 15%, 15%, 15%",Trims,,,,No_issues,,Good,Good,Fair,Good,Solid exterior doors,,Wood,,Iron gates,,,,Missing_or_chipped_paint_(fair),,Good,Fair,Fair,Window_AC_units,,3-8,No,,No_issues,,Good,Chain-link,,,Good,other,Cement,Yes,Good,"Grass,Deciduous_tree",1,No_issues,,Good,"Gutters_&_Downspouts,Mechanical_Systems,Exterior_walls,Doors,Windows,Roof,Hardscape,Landscape,Trees,Fence,Foundations",7,No_issues,Single-hung,,,,,Piotr Cholodecki (student),,512308,Yes,,-98.5272879984804,29.4194070107385
28,1bbbbe35-2f78-4e73-b6fc-ea2be6bd38ba,1/26/2024 11:43:40 PM,sheikh.kenneh_utsa,1/26/2024 11:43:40 PM,sheikh.kenneh_utsa,1/26/2024 11:08:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Semi-detached,,,,No,,Slab on grade,,No,No_issues,,Good,1,Pitched,,,Asphalt_shingles,,100% Asphalt Single ,Light grey / Silver,Good,Multiple separated structures,,,Not historic (if built after 19,,"Porch,Canopies","Crossed-gabled,Cross-hipped",,No,,,,,,,,"No_gutters_downspouts_and_hard_,other",No gutter but surrounded by hardscape,Severe,,,Vinyl_Siding_,,Light Grey/Silver,,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Vinyl,Single pane,,"20%, 10%, 75%, 25%",,,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,Trims,,,,No_issues,,Good,Good,Good,HVAC,,1,Yes,,No_issues,,Good,Steel/Metal,,,Good,Stone/Flagstone,,Yes,Good,"Grass,Deciduous_tree",2,No_issues,,Good,"Gutters_&_Downspouts,Trees,Mechanical_Systems,Roof,Doors,Landscape,Hardscape,Windows,Fence,Foundations,Exterior_walls",9,No_issues,Single-hung,,,,,Sheikh Kenneh (GRA),,512309,Yes,,-98.52721197462,29.419371010465
30,9cd81628-b3c8-4b01-bce2-08538b4a7da8,1/26/2024 11:47:35 PM,,2/21/2024 5:35:35 PM,esteban.lopezochoa_utsa,1/26/2024 11:46:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piotr Cholodecki (student),,1125945,No,"Ignore last submission. House demolished, is parking lot now. ",-98.5271429915554,29.4191289830105
31,a47bd770-5b13-48bf-b7b6-cea42ca51019,1/26/2024 11:49:44 PM,esteban.lopezochoa_utsa,1/26/2024 11:49:44 PM,esteban.lopezochoa_utsa,1/26/2024 11:39:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,2,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,No_issues,,Good,0,Flat,,,Asphalt_shingles,,Asphalt shingles 100%,Black,Good,Single structure,,,Not historic (if built after 19,,,,,No,,,,,,,,"No_gutters_downspouts_and_hard_,No_issues",,Good,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Vinyl,Double pane,,"20, 5,20, 30",,,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,Mini-split,,,Yes,,No_issues,,Good,None,,,,None,,,,"None,Deciduous_tree",3,No_issues,,Fair,"Fence,Landscape,Gutters_&_Downspouts,Hardscape,Trees,Roof,Foundations,Mechanical_Systems,Doors,Exterior_walls,Windows",10,No_issues,Single-hung,,,,,Esteban Lopez Ochoa,,512233,Yes,,-98.523708003817,29.418799993311
32,e3c71b02-f7a0-47ed-92bc-7b20026b4d23,1/26/2024 11:50:53 PM,,2/21/2024 5:44:51 PM,esteban.lopezochoa_utsa,1/26/2024 11:07:00 PM,,,,,,,,,Occupied,,Commercial_,,1,Commercial,,,,,,Yes,,Slab on grade,,Cannot tell,"Cracks_on_walls_and_or_porch_(s,other",Cracks not as severe but there are cracks,Fair,2,Flat,,,Slate_roofing,,"Metal 20%, 80% slate roof ",Light grey / Silver,Good,Multiple separated structures,,,"Yes, historic with current hist",,"Porch,Canopies",,,Yes,,Fair,Only_one_side_has_gutters,Some_roof_sides_have_elbows,Only_one_side_has_downspouts,Yes,Yes,Some_roof_attachments_need_repl,,Good,,,"Mixed_Materials_(two_or_more_fr,Wood_siding_(board_and_batten_/,Brick,Limestone_",,White/Whitish,,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,Yes,,,,Wood,Single pane,,"30%E,40%N,0%",Iron_Bars,,,,No_issues,,Good,Fair,Fair,Fair,Solid exterior doors,,Aluminum,,Iron gates,,,,other,,Good,Good,Good,Window_AC_units,,1 for ever building,No,,No_issues,,Fair,Wood_,,,Good,Gravel,,Yes,Good,Grass,0,Repurposed_seating,,Good,"Mechanical_Systems,Hardscape,Roof,Foundations,Landscape,Fence,Trees,Doors,Windows,Gutters_&_Downspouts,Exterior_walls",8,No_issues,Single-hung,,,2,,Luissana Santibañez,,512310,Yes,,-98.5270900179273,29.4193529893725
33,9ac18169-b7e8-46fe-bb5a-dde5a827c353,1/27/2024 12:10:32 AM,,2/21/2024 7:57:03 PM,esteban.lopezochoa_utsa,1/19/2024 10:09:00 PM,,,,,,,,,Occupied,,Single family home,,2,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Cracks_on_walls_and_or_porch_(s,Poor_drainage_around_the_house_",,Severe,1.5,Pitched,,,Metal,,80,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic property without",,Canopies,Gabble_Roof,,No,,Severe,No_gutters,No_elbows,No_downspouts,No,No,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,other,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,"Aluminium,Wood",Single pane,,"40%, 30%; 20%;20%*","Screens,Iron_Bars",,,,Empty_casements_that_are_expose,,Good,Good,Good,Good,Solid exterior doors,,Wood,,Screens,,,,other,Good operation,Good,Good,Good,Window_AC_units,,3 units,No,,System_operable_with_loud/stran,,Good,Chain-link,,,Good,other,Concreto,Yes,Fair,"Deciduous_tree,Perennial_tree",2,"Fountain,other",Refrigerador,Fair,"Foundations,Doors,Hardscape,Gutters_&_Downspouts,Mechanical_Systems,Windows,Roof,Fence,Exterior_walls,Trees,Landscape",5,Roof_has_minor_issues_or_old_–_,"Single-hung,Double-hung",,,,,,,532118,Yes,,-98.5179702440204,29.4180042608652
35,cdd52bb4-fc03-4f48-b296-02d864d2cfa3,1/27/2024 12:11:38 AM,,1/27/2024 12:11:38 AM,,1/26/2024 10:13:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Good,2,Pitched,,,Asphalt_shingles,,"Asphalt shingles, 100%",Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic with current hist",,Canopies,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Good,,,Vinyl_Siding_,,other,Light blue,,No_issues,,Good,Fair,Fair,Operable,,Modern/Recent,,No,,,,Vinyl,Double pane,,"0%, 20%, 10%, 10%","Screens,Iron_Bars,Trims",,,,other,Trim isn’t painted,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,other,"Screens, bars, and plywood",,,No_issues,,Good,Good,Good,None,,,No,,other,Doesn’t exist ,Fair,Chain-link,,,Severe,other,Cement,No,Fair,Grass,0,Overgrown_grass/weeds_(severe),,Fair,"Foundations,Fence,Landscape,Windows,Roof,Exterior_walls,Doors,Hardscape,Gutters_&_Downspouts,Trees,Mechanical_Systems",4,No_issues,Single-hung,,"Leaned_or_slanted_(severe),Broken_or_missing_parts_(severe",,,Haomin Quin (GRA),,512234,Yes,,-98.523671961633,29.418796011907
36,af0c091a-23e8-41b1-ade3-1ad2a0a5a591,1/27/2024 12:12:05 AM,,1/27/2024 12:12:05 AM,,1/26/2024 10:42:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Slab on grade,,No,No_issues,,Good,1,Pitched,,,Metal,,"Metal, 100%",Light grey / Silver,Fair,Single structure,,,"Yes, historic with current hist",,other,Hip_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,Makeshift covering in front and back,,Mixed_Materials_(two_or_more_fr,,other,Light yellow,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Vinyl,Single pane,,"10%, 30%, 15%, 25%",other,"Awning on west window, bars on single eastern window",,,No_issues,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,other,Screen and gate and curtain behind,,,No_issues,,Good,Good,Good,Window_AC_units,,1-2,No,,No_issues,,Good,other,"Iron in front, chain link around",,Good,other,Concrete,Yes,Fair,Deciduous_tree,1,"Indoor_furniture_or_appliances_,Repurposed_seating",,Fair,"Roof,Fence,Hardscape,Landscape,Trees,Doors,Windows,Exterior_walls,Foundations,Mechanical_Systems,Gutters_&_Downspouts",6,Roof_has_minor_issues_or_old_–_,"Single-hung,Sliding_window",,,,,Nico Molina (student),,512224,Yes,,-98.523878994642,29.419066998837
37,bfcfa754-402d-4dbd-a395-574bfad235bc,1/27/2024 12:12:08 AM,,1/27/2024 12:12:08 AM,,1/26/2024 11:12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nico Molina (student),,512226,No,Vacant lot,-98.523671961633,29.419073997726
38,3bea4ce5-0b84-4ed5-b7c2-4f5cd24264da,1/27/2024 12:12:10 AM,,1/27/2024 12:12:10 AM,,1/26/2024 11:19:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nico Molina (student),,512223,No,Vacant lot,-98.52413799545,29.41910400494
39,176148d2-ea3f-4fdb-9ea7-838d8cb831b3,1/27/2024 12:12:11 AM,,1/27/2024 12:12:11 AM,,1/26/2024 11:23:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nico Molina (student),,512221,No,Vacant lot,-98.524525993748,29.419144992446
40,ceb148ee-c58e-4ee1-b14a-803bfc6897d7,1/27/2024 12:12:12 AM,,1/27/2024 12:12:12 AM,,1/26/2024 11:26:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nico Molina (student),,512229,No,Vacant lot,-98.52449900402,29.418972995793
41,a3b50126-5141-4dcd-bef9-f8b70bfe8efd,1/27/2024 12:12:13 AM,,1/27/2024 12:12:13 AM,,1/26/2024 11:28:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nico Molina (student),,512230,No,Parking lot,-98.523845374828,29.418762625072
42,13368bb8-d12b-41a9-854b-1fe9f22cd0d8,1/27/2024 12:13:07 AM,,2/21/2024 6:41:48 PM,esteban.lopezochoa_utsa,1/26/2024 11:30:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,No_issues,,Fair,2,Pitched,,,Asphalt_shingles,,"70% asphalt, 30% flat roof in back (cannot see composition)",Dark (Grey/ Red/Blue/Brown),Fair,other,Single structure with add on,,NA / Cannot tell,,Porch,"Gabble_Roof,other",,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,Flat roof building in back ,Laminate_siding_or_similar_(Har,,White/Whitish,,,No_issues,,Good,Good,Fair,Operable,,Modern/Recent,,No,,,,Wood,Single pane,,"0%, 25%, 20%, 30%",Iron_Bars,,,,No_issues,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,other,Screen and gates ,,,Missing_or_chipped_paint_(fair),,Fair,Fair,Fair,None,,,No,,No_issues,,Fair,Chain-link,,,Fair,other,Cement,No,Fair,"Perennial_tree,Deciduous_tree",4,"Dead/rotten_trees_(severe),Indoor_furniture_or_appliances_,Non-functioned_vehicles_(non-re,Repurposed_seating",,Fair,"Roof,Doors,Landscape,Hardscape,Trees,Fence,Exterior_walls,Windows,Foundations,Mechanical_Systems,Gutters_&_Downspouts",5,Roof_has_minor_issues_or_old_–_,Single-hung,,,,,Nico Molina (student),,1026204,Yes,,-98.5240519971213,29.4188890091225
43,4c5ba66f-4554-4e21-b0a3-d0e133dd740f,1/27/2024 12:14:28 AM,,1/27/2024 12:14:28 AM,,1/26/2024 11:31:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,"Water_leaks_(fair),Poor_drainage_around_the_house_",,Fair,0.5,Pitched,,,Metal,,100 % metal ,Light grey / Silver,Severe,Single structure,,,"Yes, historic with current hist",,Porch,Gabble_Roof,,No,,,,,,,,"Inadequate_roof_drainage:_E.g._,No_gutters_downspouts_and_hard_",,Fair,,,"Stucco,Brick,Metal/Metal_Siding,Wood_siding_(board_and_batten_/",,White/Whitish,,,Localized_loose_or_rotting_mate,,Fair,Fair,Fair,Operable,,Modern/Recent,,No,,,,Vinyl,Double pane,,"10% South, 30% East, 30% west","Trims,Screens,Iron_Bars",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,other,"Iron bars, screens",,,No_issues,,Good,Fair,Fair,Window_AC_units,,1 to 7,No,,No_issues,,Fair,Chain-link,,,Fair,Stone/Flagstone,,Yes,Fair,None,1,Indoor_furniture_or_appliances_,,Severe,"Roof,Landscape,Mechanical_Systems,Windows,Exterior_walls,Hardscape,Gutters_&_Downspouts,Fence,Doors,Foundations,Trees",4,"Missing_or_cracked_shingles_–_s,Large_portion_of_roof_missing/s",Single-hung,,Leaned_or_slanted_(severe),,,other,Sarah Serpas,512232,Yes,,-98.523915958835,29.418862019395
44,5c59c0af-93f0-42cc-93c5-3f0271d156a0,2/2/2024 10:11:45 PM,,2/21/2024 7:00:42 PM,esteban.lopezochoa_utsa,2/2/2024 10:09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheikh Kenneh (GRA),,644371,No,"Not present 
",-98.5217999999983,29.4185366666662
45,a886319a-8d6d-412e-a58d-c85ae8b1836d,2/2/2024 10:11:55 PM,,2/2/2024 10:11:55 PM,,2/2/2024 9:41:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamauj Thomas (student),,643213,No,No structures present to survey.,-98.521053035986,29.418593002213
